symbol	length	exp_syn	exp_alt
TMPRSS11A	421	825	2964
CMC1	47	111	312
KRTAP19-7	63	126	441
FSCN2	516	1144	3500
OR10J5	309	650	2131
LRCH3	712	1525	4883
LGMN	433	848	3049
DEFB131	70	121	509
TMEM216	148	336	996
KRTAP6-2	62	117	441
CELF4	448	917	3115
OR10H1	318	691	2171
GGN	652	1651	4217
PPIP5K1	1408	2907	9765
ZNF81	69	129	492
RSBN1L	846	1671	5943
PARVA	412	882	2826
NF2	507	964	3599
EMC10	262	636	1722
SCGN	49	94	347
CMTM7	175	390	1185
RREB1	1476	3160	10124
HEATR4	1026	2102	7132
LRRC70	622	1256	4342
PPP1CC	323	616	2291
C3orf70	250	483	1767
BMP2K	1161	2269	8180
H1FNT	255	576	1719
DEFB107A	70	132	498
PPIL2	520	1035	3645
OR13C8	320	672	2208
FOXE3	319	804	2067
KDM4D	523	1077	3630
KRTAP21-1	79	163	548
OR6N1	312	670	2138
RTN4RL2	420	1012	2768
FAT4	3222	6606	22392
ZNF486	463	825	3342
CCIN	588	1197	4095
LCE1A	110	219	771
DHRS4L2	232	529	1559
GATA4	442	1028	2950
OR4F5	305	630	2115
FMNL3	1027	2142	7101
ANKRD37	158	321	1101
CDKN3	212	432	1476
CCDC73	1079	1860	7851
DEFB106A	65	120	465
TESC	214	413	1513
PES1	583	1176	4071
PTRH1	159	330	1101
SLC36A3	470	983	3247
OR4C12	309	637	2144
SLC36A2	483	1056	3291
CYP27C1	372	786	2562
INTU	942	1881	6597
FOXK2	660	1529	4411
MAP4	463	1016	3151
GNG2	71	136	503
FAM183A	134	252	954
FAM170A	329	640	2321
ATP4B	291	571	2048
WDR25	544	1153	3743
HBB	147	323	1000
OR1J2	313	664	2153
HTR3E	471	989	3250
PIP5K1C	668	1438	4574
WASF3	502	1064	3454
UNC5B	945	2065	6440
C6orf1	139	323	928
AGAP3	576	1394	3790
TBX10	385	859	2606
RC3H2	506	1023	3531
TMEM17	198	396	1386
OR9Q1	310	654	2136
KLHDC10	442	923	3055
GLDN	551	1177	3782
TRABD2A	456	981	3123
TMEM104	496	1080	3384
SLC10A7	340	746	2314
MYO18B	2567	5381	17722
DEFB106B	65	120	465
SPATA21	469	996	3225
RNF220	260	524	1816
MAGED4B	741	1563	5106
SF3B1	1304	2646	9090
TPCN1	816	1706	5638
DEFB105B	78	149	553
ATPIF1	106	208	746
PRICKLE4	384	814	2642
VSTM2B	285	680	1885
PRR30	412	984	2724
LCE4A	99	192	699
KRT26	468	935	3277
SAMD7	446	916	3098
SLITRK2	724	1484	5032
UGT2B28	529	1008	3753
HM13	394	859	2687
PPP2R2C	447	862	3161
OR5D14	314	650	2176
AMACR	382	814	2624
CFAP73	308	698	2074
VSIG10L	867	2115	5688
GABRA5	462	929	3229
TCF20	1938	3954	13488
LCE3B	95	191	664
KATNA1	311	630	2169
DPPA4	304	629	2107
ANKRD46	228	474	1578
GPR142	462	1053	3105
LCE3A	89	171	630
GRK1	563	1132	3935
NPAS2	824	1709	5707
SERPINB6	376	716	2668
SUGCT	445	945	3060
ATP5C1	297	606	2067
BCL11A	835	1701	5814
SULT1A2	295	586	2069
TDP1	608	1176	4296
SLK	1204	2162	8674
ACTR8	624	1245	4371
SLC44A2	706	1475	4879
CDKN2D	166	396	1098
CENPQ	268	490	1922
LMO1	156	291	1113
ST6GALNAC4	302	642	2076
CDC42EP4	356	784	2420
UBE2E2	92	178	650
ZNF354A	605	1135	4310
ZNF446	336	768	2256
RAD51D	216	496	1448
GRB10	536	1067	3757
DACT1	836	1808	5716
ZNF212	495	1032	3423
SLC6A16	736	1542	5082
DCAF1	1058	2163	7359
IQCH	1027	2027	7216
BTF3	162	326	1132
ZBTB16	673	1354	4703
ZDHHC4	344	704	2392
TARSL2	802	1510	5708
UBA1	1058	2242	7280
ARL6	186	353	1321
OVOL1	267	545	1858
NCKAP5L	1334	3149	8857
TUBA1B	451	925	3134
PNRC1	327	733	2210
DEDD2	321	792	2097
HNRNPC	288	567	2025
TOR2A	242	571	1607
ZNF532	1301	2635	9074
DDX3Y	660	1305	4635
URGCP	888	1850	6142
TNNI1	187	393	1290
RNF24	148	277	1055
FGG	453	828	3249
OGFOD1	39	58	293
ASXL2	1407	2955	9708
NLRP3	1036	2014	7310
IL17F	163	341	1126
PCGF5	256	469	1835
ZNF548	545	959	3946
SARNP	210	421	1469
THEM6	208	513	1359
ZNF202	648	1279	4553
KLRD1	179	325	1286
RGN	299	604	2087
LIMK1	647	1355	4468
HMG20A	347	671	2452
CDCA4	241	522	1647
MRPL37	292	647	1981
CHST5	411	958	2741
MTDH	582	1208	4030
SNTB2	540	1223	3637
HEPH	891	1768	6251
SRA1	236	509	1615
TMEM39B	492	1051	3377
HYAL3	417	914	2839
STARD3	445	981	3024
LARP1	1019	2072	7099
ZXDC	710	1593	4797
KLK5	293	609	2028
SPAG17	2223	4245	15762
SPTY2D1	685	1379	4786
LRAT	230	496	1574
CYP3A7	503	1008	3519
ACPP	386	757	2717
FAM21C	1341	2650	9419
PIH1D3	214	397	1529
TESK1	626	1500	4134
CYP3A4	503	992	3535
AP3S2	193	383	1354
TBXAS1	534	1115	3691
SERPINB7	380	731	2689
ACOT9	439	846	3105
GGT7	662	1533	4425
ZFP36L1	338	743	2299
EPPIN	117	193	860
RMND1	238	446	1696
EIF5A	184	375	1281
CDC14A	594	1190	4156
SLC22A12	519	1209	3462
GNL3L	582	1153	4085
ARHGAP10	786	1537	5537
SCAI	606	1207	4247
MFSD11	449	917	3124
ZP3	373	802	2555
FGFR2	669	1346	4675
ZNF576	170	353	1177
DNAJB2	324	708	2208
MMP25	562	1272	3786
CUL4B	900	1676	6424
EPHA3	983	1959	6888
C6orf223	242	606	1572
IFFO1	562	1213	3845
ZNF324B	544	1168	3728
PNPLA2	504	1170	3366
RNASEH2B	312	589	2219
PPP2R2B	446	842	3172
GCK	149	339	1002
HLCS	726	1498	5036
TMEM217	229	425	1636
PLSCR2	224	423	1593
LRRFIP2	721	1419	5070
ASAP3	903	1900	6227
ROMO1	79	166	545
C2CD2L	707	1644	4719
TRIM16	564	1102	3974
HORMAD2	307	565	2198
RGS12	1447	3083	9940
SLC25A26	186	415	1259
SEL1L	794	1567	5579
MOXD1	545	1036	3869
HFE2	426	989	2845
BRIX1	353	656	2521
FAM19A5	181	404	1225
SSX2	223	414	1593
RAB27A	221	423	1566
SDC3	384	953	2503
CLDN2	230	513	1557
ANG	147	308	1015
DHX15	795	1599	5556
FNDC3B	1204	2450	8386
DRC7	809	1539	5742
FCRLB	275	637	1838
CIDEC	238	512	1630
CSH2	167	364	1139
ATG101	218	453	1509
OPRL1	370	853	2477
NXN	435	950	2965
HPS4	708	1523	4849
GDPD5	605	1325	4120
SNCA	140	294	966
HBG2	147	308	1015
IL6ST	918	1787	6475
SKAP1	359	662	2569
ZNF385B	369	784	2537
HIP1	1037	2103	7230
LUZP2	346	661	2453
ATF3	106	208	746
MIER3	145	277	1028
MID1IP1	183	367	1280
ARHGAP8	305	628	2117
MYADM	322	764	2134
ZNF224	707	1219	5144
AGPAT1	283	640	1907
PRELID3A	172	351	1197
SEC62	399	715	2876
PTDSS1	108	205	767
AGTPBP1	1278	2533	8969
PACRG	296	602	2062
EPB41L2	1005	1984	7061
ZNF444	327	761	2182
CELA3B	270	585	1845
PKD1L2	991	2139	6780
UGP2	508	1018	3554
NECAP2	263	570	1797
TBC1D22A	517	1034	3619
EZR	586	1109	4165
NUDT4	181	369	1260
MXD4	209	460	1421
AZIN1	448	843	3189
PCGF6	275	578	1897
CXCL14	111	231	768
RBBP9	186	361	1313
CDR2L	465	1000	3185
P2RX4	388	790	2702
TNPO1	898	1724	6358
STARD7	370	749	2581
COL2A1	1418	3492	9270
ATF4	351	696	2463
CRYGN	182	340	1298
NPHP3	1330	2624	9346
ABHD12B	362	732	2526
LRRC8D	858	1646	6076
FGD3	725	1531	4994
SEC13	325	637	2288
CCDC68	335	612	2403
KCNE1	129	270	891
NAB1	487	962	3421
WTAP	151	278	1081
CLPTM1	669	1378	4643
ZNF644	1327	2486	9457
ZNF112	913	1579	6638
SOD2	183	362	1285
LRRC71	559	1220	3811
RAD51C	376	785	2599
NIPA1	329	764	2197
NIPA2	360	770	2470
AVPR2	371	881	2458
NRIP2	281	609	1920
DXO	396	859	2705
KIAA1958	716	1467	4977
MPP7	576	1112	4072
PPP2R5E	467	883	3320
ADORA2A	412	916	2792
ZFYVE27	372	791	2557
POLR3H	175	355	1220
EBAG9	213	403	1514
RSPH10B	870	1592	6238
MUC1	273	608	1849
AP1S1	158	300	1122
CBX3	183	324	1323
EDRF1	1204	2307	8529
GSG1	326	671	2263
CHAT	748	1603	5129
CREM	299	628	2063
PRPF4B	1007	1916	7147
AADAT	425	834	2991
ARHGEF1	927	2046	6297
MED19	211	460	1439
ZNF394	561	1081	3968
TMEM155	130	277	893
FAM60A	221	415	1574
MUM1L1	696	1305	4959
TTC33	262	505	1853
FGF1	155	304	1091
DTX3	347	795	2328
PTPA	358	713	2509
TASP1	420	886	2894
C5orf56	126	229	905
SUPT7L	414	830	2896
PLS1	629	1219	4442
AQP12A	295	704	1951
ZNF664	261	425	1924
STIL	1241	2405	8764
GALNT16	558	1164	3858
C1QTNF6	278	564	1938
SGCD	290	618	1992
SUV39H1	423	865	2942
ZC3H15	426	756	3078
ZBTB49	765	1475	5410
RERE	1566	3392	10702
MS4A4A	239	500	1651
RHOBTB1	696	1366	4898
MS4A15	147	324	999
AIF1	161	316	1133
HEY1	308	702	2070
IL21R	538	1144	3698
NR1I2	473	959	3298
ZMYM5	669	1260	4761
HNRNPF	415	815	2920
KLHL25	589	1235	4066
STX3	289	556	2045
ZC4H2	201	388	1421
CCDC183	534	1038	3768
ZFYVE16	1539	2964	10887
ZNF385A	386	925	2549
SLITRK4	837	1662	5871
MAPK15	544	1271	3625
ELAC2	826	1727	5707
PLCB1	1216	2320	8624
FBXO40	709	1372	5009
MEF2A	497	1045	3428
C5orf24	188	388	1304
RUNDC3B	473	939	3318
SLA	276	582	1902
CMTR2	770	1439	5491
TTC8	531	1040	3739
ALDOA	364	796	2480
GZF1	711	1372	5027
ISYNA1	558	1252	3770
NQO2	231	465	1614
KPTN	436	964	2960
ENOX2	610	1149	4341
SPRYD4	207	452	1411
MRPL30	161	313	1136
EME1	570	1166	3964
C15orf41	183	353	1294
PRIM1	420	748	3032
UGT2B15	530	1008	3762
UBQLN2	624	1324	4292
ZNF600	722	1280	5218
SLC23A2	650	1410	4440
MYO1F	1098	2252	7630
ERAS	233	506	1591
TMEM167B	74	160	506
LRFN2	789	1789	5312
CCDC157	752	1643	5125
MFSD2B	504	1199	3337
ADCY2	1091	2221	7598
SNURF	71	149	490
FBXL19	674	1599	4467
KCNJ5	419	845	2926
OTUD6A	288	567	2025
FAM78B	261	540	1809
CPM	443	855	3132
TAF13	124	227	889
FIBP	364	757	2519
VSTM1	236	478	1646
HIST1H1T	207	449	1414
SLPI	132	259	929
FOCAD	1801	3728	12481
CLUL1	466	825	3369
CDK5RAP3	506	1052	3502
QPCT	361	738	2511
ACACB	2458	5107	17015
CA7	264	541	1835
FAIM	213	401	1516
PARK2	274	529	1937
TREM2	219	476	1495
CHST4	386	782	2692
MAFF	164	390	1086
DUPD1	220	446	1534
DPYSL4	572	1223	3925
SPRED3	410	996	2694
SHANK2	1261	2746	8603
GJB5	273	564	1893
PAX4	349	811	2330
SCOC	122	223	875
SNX10	201	357	1452
TRPV2	764	1642	5234
RARG	443	925	3062
NPY5R	445	872	3133
OR2AG2	316	702	2142
MCF2	941	1718	6751
FAM180A	173	374	1183
KLHL17	642	1452	4326
CRCP	115	222	813
GSTO2	243	479	1708
PPP1R32	425	881	2944
OR13H1	308	654	2118
SLC25A15	301	631	2078
PARK7	189	417	1284
ZFP92	416	886	2858
VWA1	64	160	416
ATP5G2	157	367	1046
SLC3A2	529	1155	3606
ANKRD34B	514	1029	3597
TEKT1	418	826	2936
TEKT3	490	986	3424
TRIM2	771	1570	5369
MAOA	527	1058	3685
TBCCD1	557	1125	3888
SATB1	763	1515	5352
TPST2	377	839	2554
PARVB	364	781	2495
MTSS1L	747	1702	5021
TNFSF13	250	551	1699
DYRK1A	584	1143	4113
IMPDH1	599	1331	4060
DNAJB12	409	869	2812
EIF4EBP1	118	259	803
PLET1	207	410	1453
TPSAB1	275	602	1873
CATSPER4	483	985	3362
OLFM3	478	921	3381
SMTNL2	317	680	2173
PCDH8	973	2295	6462
TEAD3	435	901	3014
HELT	327	732	2211
METTL24	366	755	2539
MAP3K15	1313	2667	9150
FAM184A	1140	2032	8228
DFFB	362	733	2525
CLEC12B	276	505	1979
KRTDAP	99	215	676
EDA	147	356	967
RNASE9	205	372	1473
MYOM3	330	652	2318
PSPC1	523	1053	3654
GAL3ST1	423	908	2899
SYT3	590	1359	3951
PRRC2C	2817	5881	19472
SPTBN4	2564	5666	17410
TRPC4	804	1585	5651
CUZD1	47	91	332
DTNBP1	303	584	2143
ZC3H12B	836	1634	5890
NEDD4	1247	2429	8794
NCR3LG1	454	944	3142
RPL14	215	438	1497
SULT1A3	295	586	2069
ZNF721	911	1631	6568
USP9Y	2555	4867	18128
ZAK	455	831	3264
LRRC25	305	680	2065
CFAP36	367	676	2627
SMIM15	74	141	525
DUSP21	190	389	1321
OSTN	133	294	903
TDRD9	877	1733	6160
PHF20	543	1033	3854
NOSIP	304	677	2059
CERKL	558	1131	3891
CLYBL	340	732	2328
NANOS3	192	445	1283
C9orf153	95	184	671
CRISP2	243	457	1730
FOXR2	311	566	2233
DEFB119	43	100	287
IFI6	138	314	928
ABHD12	398	835	2747
NLGN4Y	816	1631	5713
NRN1L	165	395	1090
CMTM5	223	497	1510
PHF10	498	959	3523
TCEA2	246	532	1682
FPR3	353	731	2446
FBXL14	418	937	2825
SPRY1	319	628	2243
ZNF449	518	977	3685
HAVCR1	364	823	2453
OR6N2	317	658	2195
DLGAP4	992	2114	6814
CDK5RAP1	510	1055	3535
SFN	248	500	1732
ZNF564	553	984	3993
SOCS4	440	818	3142
SIGLEC10	697	1552	4721
AMTN	209	487	1394
TCTEX1D4	221	560	1429
PIK3AP1	805	1656	5589
SEC24C	1094	2406	7440
METTL17	456	992	3112
TMEM130	423	911	2896
TAS1R3	852	1924	5744
PURG	322	656	2242
SRFBP1	429	818	3043
ANP32B	251	438	1821
DOCK9	1393	2694	9843
LITAF	161	355	1094
C11orf96	435	1023	2892
ERMP1	904	1897	6239
DCHS2	1369	3065	9256
GFI1B	330	666	2304
WNT7B	349	710	2431
SAXO2	398	748	2834
YPEL1	119	218	853
OTX2	297	628	2045
GJB4	266	566	1828
VMAC	169	408	1113
RIOK3	519	960	3711
PTCHD4	846	1712	5902
PHKA1	1210	2476	8414
ZNF573	607	1062	4401
PRMT7	692	1388	4840
ZCCHC13	166	335	1159
MROH7	1044	2266	7130
S100A13	98	183	699
NR4A2	598	1213	4169
STAMBP	424	854	2962
GRM8	908	1839	6333
BAZ1B	1483	2820	10527
NDUFA4	81	158	571
ZNF254	91	177	642
UBC	685	1419	4746
ZNF587	575	1058	4117
DMKN	476	1029	3255
SERINC1	453	908	3169
PRDM8	689	1543	4658
BRPF3	935	1905	6510
ARL4C	201	419	1390
GALNT15	639	1299	4452
NUDT1	156	308	1096
ANKRD6	727	1521	5022
NECAP1	275	588	1887
SLC35F4	521	1094	3595
DNAJB13	316	623	2221
CLEC2A	160	295	1145
GLB1L2	636	1326	4398
SEMA4F	615	1440	4095
BTG3	296	572	2092
LRRC43	656	1448	4456
ETV7	317	664	2189
HIST1H2BJ	126	267	867
KSR2	950	1968	6582
CEP83	701	1258	5051
ELSPBP1	223	384	1623
ZNF28	79	153	558
CLEC17A	265	556	1829
NCCRP1	275	650	1825
USP54	1684	3383	11773
SEMA4D	738	1548	5094
USP47	1287	2384	9199
NFASC	1240	2632	8528
SECISBP2	781	1552	5477
ZNF292	2718	5183	19279
ZNF493	103	205	722
VHLL	139	298	953
ENY2	48	80	352
ZNF648	568	1185	3927
USP1	785	1448	5617
CLEC18B	455	939	3156
ZNF695	515	889	3746
SDCBP2	292	643	1985
HMX2	273	606	1851
KCNJ11	390	843	2667
EIF4G2	907	1756	6407
TMEM8C	221	474	1515
RTN3	1013	2056	7061
ABCA9	1624	3231	11385
CSRP1	193	378	1359
SLC26A3	764	1611	5265
AIDA	306	586	2168
KRIT1	736	1389	5235
FPR2	351	771	2388
TRAF3IP2	574	1187	3979
NCR3	201	477	1332
FASLG	127	296	847
GLI4	376	799	2585
IL17A	155	337	1058
RET	1072	2329	7319
KCTD21	260	521	1819
UBE3B	244	475	1721
PARD3	1031	2085	7194
MIOS	875	1690	6185
DOK7	504	1181	3355
NANOS1	84	195	561
OFD1	1012	1904	7204
DOK4	326	677	2257
OR56A5	246	535	1679
RNF133	376	739	2645
GPT2	523	1107	3600
IFITM10	228	510	1542
INTS12	462	964	3194
C5orf47	176	378	1206
GAB2	638	1321	4421
VRK2	508	950	3622
TSPAN18	248	536	1696
C3orf33	294	578	2068
ZNF69	149	254	1087
MEF2C	483	1003	3344
NAALADL1	791	1798	5321
RASSF4	321	654	2235
ZNF326	582	1081	4157
SPAG8	501	1094	3415
DYNC1I2	612	1200	4308
TMEM201	392	874	2654
UBE2V1	170	333	1197
KCNK7	307	771	1992
ALG1L	187	383	1300
ADGRG5	528	1169	3583
CTSL	333	612	2385
NDUFV3	108	231	741
KRTAP24-1	254	501	1785
SOX18	384	924	2532
C17orf99	265	560	1825
INSIG1	277	615	1878
XIRP1	1843	4038	12549
TUBB4B	445	898	3107
PRDX6	224	474	1542
H3F3C	135	305	910
NUP43	380	758	2662
RAB37	182	382	1256
LIN54	749	1613	5128
ZCCHC16	310	617	2173
PTAR1	402	809	2809
CPSF7	514	1155	3471
GSPT2	628	1255	4397
FSCB	825	1797	5628
CAP1	474	975	3291
UPK3BL	263	609	1758
GFRAL	394	711	2835
GTF2F2	249	487	1754
HIPK1	836	1841	5683
ZSCAN16	348	647	2485
NAPRT	584	1421	3835
UTS2B	119	239	832
MIA3	785	1592	5473
FAM86B1	153	348	1029
VAPA	294	587	2059
FOXN2	431	838	3041
MORN2	79	144	567
ACOXL	279	563	1948
ADGRG2	898	1892	6190
LHX6	377	815	2578
SOCS2	198	422	1360
PTGES	152	341	1027
BRAT1	821	1928	5461
CCDC30	783	1376	5671
CCDC144A	571	1022	4117
ZNF746	644	1424	4372
C2orf88	95	167	688
SHBG	344	771	2325
IFT27	185	388	1277
PAQR9	377	836	2557
GOLGB1	3259	5866	23465
RRP1B	758	1540	5282
NHLRC1	395	896	2659
VWC2	325	675	2250
ATXN3	306	563	2191
CDK11B	748	1459	5273
ZNF124	289	499	2102
MOCS1	636	1413	4311
PBX1	170	343	1187
RASEF	189	426	1275
TCL1B	128	268	884
ADGRL1	1474	3272	9994
DNMT1	1616	3230	11314
SLC2A14	497	1076	3397
OR1J4	313	681	2136
OBP2A	228	493	1559
SLC26A9	887	1882	6101
FAM205C	208	401	1471
PALM3	673	1460	4597
ACSL4	711	1400	4999
LRRIQ4	560	1140	3900
GPR18	331	662	2317
TERB2	220	402	1578
CCNG1	295	581	2074
TRERF1	1129	2334	7827
PLEKHG5	1006	2211	6843
IDS	550	1147	3803
H1F0	194	406	1340
CRYZ	329	690	2271
PNCK	343	729	2358
TC2N	490	971	3439
RNASE1	156	317	1087
ZNF169	125	244	881
SENP8	212	390	1518
EXOC5	643	1176	4611
PTK2	1065	2095	7490
BROX	411	801	2898
KLRG2	409	955	2726
MCCC2	563	1175	3892
EXD3	876	1985	5899
STAU1	496	1010	3454
CLDN4	209	475	1406
ZNF780A	641	1135	4634
PAQR5	330	665	2305
ACER2	275	557	1918
ADIPOR1	375	784	2591
ICAM4	272	627	1821
PKHD1	3396	7175	23389
IL1F10	152	310	1058
POMT1	671	1416	4623
HYPM	117	212	841
HIST1H2AD	130	306	864
ART3	367	706	2597
TNC	2019	4197	13974
POP5	113	232	785
LCN10	86	202	572
ANKRD55	614	1251	4275
CAV1	178	338	1264
TDP2	304	584	2152
TRIM60	471	883	3356
ANAPC1	1944	3964	13532
BSDC1	474	1001	3265
SERPINB4	390	710	2800
BEND7	468	989	3223
RNF19A	838	1648	5894
GATA2	480	1066	3254
IL4I1	589	1275	4026
MCOLN3	497	921	3552
MPST	297	655	2018
SLC25A40	338	671	2371
TMEM221	291	744	1875
B4GALNT1	533	1249	3548
FCF1	198	368	1414
ZNF606	792	1391	5737
NBR1	966	1944	6750
NIPAL2	368	794	2518
TSTD2	516	973	3671
DNM1	851	1785	5874
CLDND1	253	497	1780
MKNK1	329	678	2283
MGAT3	533	1160	3637
ARMCX3	379	759	2652
ZNF823	610	1090	4400
TOX2	506	1105	3449
LCN6	163	358	1109
FAM72C	109	195	786
FAM222B	434	967	2939
SERPINA12	414	815	2911
LIMA1	759	1454	5377
METTL23	190	380	1330
LDOC1L	239	564	1587
SH2B3	575	1329	3846
ENO4	625	1294	4331
IL17REL	336	747	2277
FBXL5	691	1304	4915
C2orf80	193	384	1353
PERM1	676	1624	4460
NANOS2	138	299	943
DPM3	92	217	611
TP53TG3	124	297	819
GLI2	67	161	442
KAT5	546	1159	3755
KLHL6	621	1245	4344
RHBDD1	315	630	2205
TEX264	313	691	2126
NOXA1	483	1119	3228
CORO1B	489	1056	3345
ATP2B4	1170	2472	8058
PTMA	111	186	813
NFYA	347	738	2385
CAPRIN1	709	1423	4958
LBX2	57	131	382
NPIPB3	162	340	1118
VCX	186	362	1312
HAGHL	290	666	1944
IGFL3	125	254	871
SKOR1	868	1876	5936
FLRT3	649	1331	4510
NADK	446	925	3089
BRI3BP	251	582	1677
OR51I2	312	675	2133
SGK2	427	896	2947
SLC24A5	500	1045	3455
SYDE2	1194	2397	8349
TRIM14	442	951	3027
SYNE2	285	566	1999
PARN	578	1057	4145
OR8G1	311	635	2164
TREML4	200	429	1371
LCTL	567	1113	3990
ATP7A	1500	3143	10357
DCAF5	942	1965	6513
CDH5	784	1636	5420
NAPEPLD	393	734	2803
THYN1	225	426	1599
ING4	248	455	1777
FOXO4	450	994	3056
TMEM248	314	638	2188
SERPINA6	405	820	2825
FERMT2	680	1273	4847
SYNE1	8392	15909	59619
TMEM179	197	419	1354
CLUAP1	432	796	3092
SPDYE2	258	504	1818
ANKFY1	1169	2443	8078
MYL1	150	291	1059
TMEM202	273	546	1911
TAF1C	775	1827	5148
PPA2	334	636	2370
SEMA6C	930	2215	6155
TMEM189-UBE2V1	370	772	2558
GNA14	355	679	2516
VN1R2	395	815	2740
MPRIP	1025	2094	7131
HEPACAM2	450	927	3123
MESP2	397	924	2649
PRR19	356	828	2376
RFPL4AL1	287	568	2015
MPC1	66	131	463
WDR31	366	731	2563
DNER	737	1510	5123
JARID2	1246	2574	8640
FAM163A	167	365	1138
KRT77	578	1202	4000
CRHR2	397	805	2768
TRIM29	588	1178	4114
FHIT	58	128	394
TSPAN14	213	426	1491
TAF9B	251	529	1730
C6orf132	1188	2857	7835
TMEM220	160	346	1094
ZBTB8OS	76	140	544
CEP97	865	1704	6081
DLX1	129	266	895
SBK1	424	998	2818
CXCL17	62	134	424
NFIC	428	925	2927
RABEP1	829	1550	5911
EPB41L3	1087	2250	7533
CCR6	374	756	2610
ABLIM2	611	1230	4269
LAMTOR4	99	237	654
COL11A2	1736	4249	11375
PCDHB13	798	1756	5426
SYT8	387	916	2567
OR2S2	319	691	2180
ZNF70	446	821	3193
IKZF2	532	976	3812
BMX	675	1246	4829
CIR1	450	776	3274
GTF3C5	457	934	3179
PPP1R17	155	294	1101
BRE	383	769	2678
KCNQ5	951	2017	6542
C19orf35	473	1199	3058
SAMD11	681	1628	4501
PMS1	108	221	751
IFNAR2	239	445	1706
CLDN14	239	551	1600
TBC1D2	710	1503	4887
COX8C	72	179	469
JMJD7-PLA2G4B	893	1937	6100
DPH5	284	568	1988
TTN	27118	55803	188259
DPY19L3	716	1441	5003
TMEM91	122	263	835
UBE2L3	154	287	1099
COBLL1	1166	2332	8162
SSX2IP	614	1102	4424
IGBP1	339	643	2408
CLEC14A	490	1124	3286
COL18A1	687	1623	4560
IKBKB	164	347	1129
SLC20A2	652	1440	4428
JPH1	661	1360	4589
SP6	376	830	2554
SMPD1	631	1414	4265
NHSL1	221	445	1544
JPH2	129	251	910
BCOR	1721	3615	11874
GJA4	333	741	2256
PBX3	351	697	2462
KCNJ14	436	982	2942
TRA2B	38	62	280
RBPJ	500	999	3501
POU2F2	586	1347	3927
GOLGA8A	603	1201	4226
OAS2	719	1416	5055
ASCL4	173	399	1158
DCDC1	270	538	1892
ATP13A5	1218	2442	8520
KIR2DL3	341	718	2351
ASTL	431	969	2910
DNAJC21	531	914	3865
MASTL	840	1618	5942
SNRNP48	339	616	2435
EYS	594	1064	4282
C20orf24	143	313	974
ZNF341	847	1804	5819
PLSCR1	318	613	2249
NR3C2	706	1452	4902
ALDH3B1	468	1030	3182
TMPPE	453	1005	3072
PODXL2	605	1315	4130
ZNF79	498	942	3540
JAK1	1154	2168	8218
C2orf66	117	247	806
AGMO	445	889	3116
OTOG	1508	3435	10137
ZBTB42	422	958	2840
PPP3CB	496	980	3484
GDAP1L1	367	760	2543
NYX	481	1191	3138
TMEM120B	339	666	2385
DUSP19	166	329	1165
OR14I1	311	670	2129
FOXM1	801	1716	5493
THEG	379	797	2614
SNX21	199	437	1354
HIPK2	911	1883	6316
GPRC5C	126	253	881
TCAIM	496	915	3549
ZNF12	659	1152	4779
SOX12	315	710	2125
SNRPD2	118	230	832
FUT8	308	597	2175
C15orf61	157	343	1070
RBM38	77	170	523
NPR2	1047	2296	7127
TP53INP1	240	440	1720
CBFA2T2	595	1264	4091
CDC42BPG	1551	3541	10418
EBF4	621	1421	4168
CARMIL3	1372	3044	9304
PKLR	574	1325	3841
TMEM215	235	484	1631
SUSD6	303	676	2051
SDHC	150	311	1039
LY6H	161	356	1093
SRP72	671	1313	4726
AUTS2	1259	2732	8599
DUSP9	384	890	2566
PROZ	422	873	2925
SYDE1	735	1784	4831
ERBB4	1308	2589	9183
PAQR3	291	591	2028
FOXD4L3	417	948	2805
PRSS3	261	538	1811
TCF7	384	825	2631
BTNL3	466	958	3236
SCGB1C1	95	201	654
FXYD5	178	408	1194
LRRC39	335	660	2355
NLRC4	359	673	2558
ST3GAL2	350	708	2442
OR2T2	324	702	2214
NLRP13	1043	2020	7367
PPCDC	204	426	1410
DFNA5	496	1055	3409
PSG5	335	715	2300
MAGEH1	219	451	1520
EIF4G1	1600	3462	10938
RAP2C	183	361	1286
SMAD4	552	1110	3858
CXorf67	503	1217	3310
SPATA13	596	1102	4262
C3orf62	267	509	1894
TM7SF3	570	1199	3931
BSX	233	525	1572
CFAP77	320	697	2183
DAP3	398	790	2792
NELFB	628	1404	4248
LYPD4	211	454	1445
HOXA1	335	695	2320
ESPNL	1005	2349	6696
EPB41	864	1698	6078
ALKBH2	261	553	1796
QRFP	136	310	914
NEMP2	85	174	591
PRELP	382	822	2616
MAPK9	382	718	2720
CTNNA2	584	1160	4096
RDX	583	1056	4191
B3GALT5	310	602	2188
TBC1D7	247	486	1737
INTS8	758	1499	5323
SLC6A13	602	1263	4155
TTC26	523	978	3729
ST7L	555	1133	3862
RTP5	572	1268	3880
DUSP28	176	421	1163
DPYSL3	684	1429	4727
MAFK	156	359	1045
ATG5	275	494	1981
KRTAP4-5	181	334	1295
CCDC18	1454	2522	10564
SRSF10	261	527	1822
CLCN1	988	2137	6755
RPS2	293	671	1966
APOD	189	381	1320
ZNF772	489	885	3516
N4BP2L1	60	140	400
NT5C2	561	1085	3964
SIGLEC6	353	798	2379
LRRC41	812	1885	5423
B3GLCT	498	962	3520
LRRD1	116	232	812
CHIA	476	953	3331
